# cl_TT                  cl_TE                    cl_EE
2.292110013249783151e+03 7.707680646766061727e+01 8.141923652955242119e+00
2.273478737396988436e+03 7.697606957419949936e+01 8.267153965922574343e+00
2.254879915943765809e+03 7.685319535559270321e+01 8.392737395255297272e+00
2.236309211105522536e+03 7.670941134091903280e+01 8.518568668716872239e+00
2.217777141024811954e+03 7.654371652810431215e+01 8.644691086903582899e+00
2.199294223085165413e+03 7.635659555807133358e+01 8.770999389315479178e+00
2.180856117228594485e+03 7.614779020876939342e+01 8.897536888440560787e+00
2.162465911027943548e+03 7.591852789943361302e+01 9.024272619314473332e+00
2.144126691361751455e+03 7.566780751472259681e+01 9.151175623082821176e+00
2.125848972792990480e+03 7.539685641420796003e+01 9.278214947053461614e+00
2.107635840900277344e+03 7.510541625666374443e+01 9.405433928243514430e+00
2.089482952312631369e+03 7.479322866960228566e+01 9.532653059405898688e+00
2.071393391447562863e+03 7.446003524882841873e+01 9.659915690072850225e+00
2.053370242201026485e+03 7.410706322810786162e+01 9.787190892566204781e+00
2.035409159639710197e+03 7.373331130372014286e+01 9.914373462009512750e+00
2.017513226746173586e+03 7.333926380931592348e+01 1.004150676683939913e+01
1.999685526115004222e+03 7.292466221062345255e+01 1.016848561479124058e+01
1.981921711650468069e+03 7.248999077532296553e+01 1.029535338689665913e+01
1.964224865316064552e+03 7.203499090285787076e+01 1.042193061995056524e+01
1.946605497184420983e+03 7.156163246442636705e+01 1.054840927450271870e+01
1.929059260436923751e+03 7.106891395772140640e+01 1.067468418329918478e+01
1.911597593442100333e+03 7.055801759853135025e+01 1.080079197547132352e+01
1.894228220635734942e+03 7.002920372006248328e+01 1.092666789563028651e+01
1.876952366690161170e+03 6.948194503340177164e+01 1.105224041765892729e+01
1.859778684636862181e+03 6.891794272106238850e+01 1.117751230493229286e+01
1.842723255914205311e+03 6.833592659173696404e+01 1.130233775973937860e+01
1.825779877012643510e+03 6.773611209035755110e+01 1.142671955721642618e+01
1.808957201270332916e+03 6.711871462793094167e+01 1.155058619475713400e+01
1.792263882214856267e+03 6.648394958139307676e+01 1.167386617542775795e+01
1.775701145252785409e+03 6.583128945840152824e+01 1.179641372437232327e+01
1.759270216057066364e+03 6.516169240218540892e+01 1.191823163922361850e+01
1.742979748951488091e+03 6.447359088213785583e+01 1.203924843949518397e+01
1.726830970241280056e+03 6.376831438917361083e+01 1.215939264997988722e+01
1.710839963291635286e+03 6.304592955920785613e+01 1.227859280064291347e+01
1.694993098450513344e+03 6.230657727576011951e+01 1.239685171001470110e+01
1.679313888221578509e+03 6.155054695295289946e+01 1.251409791807417804e+01
1.663796132128927411e+03 6.077812796793771355e+01 1.263025996963775910e+01
1.648448486831780883e+03 5.998946109325429887e+01 1.274534069774700384e+01
1.633272181083097848e+03 5.918490991363971432e+01 1.285919437304536039e+01
1.618268444085355668e+03 5.836468940774447134e+01 1.297197240467680679e+01
1.603453362192764644e+03 5.752894023079608132e+01 1.308338050514434059e+01
1.588813308807725889e+03 5.667802584770375773e+01 1.319364437572607862e+01
1.574364371177111025e+03 5.581208683107361423e+01 1.330246973732429971e+01
1.560100351931233035e+03 5.493141227768918355e+01 1.341000801588273816e+01
1.546029910822406009e+03 5.403629124041587772e+01 1.351618779074984822e+01
1.532146851308007854e+03 5.312678987654768292e+01 1.362093764507326732e+01
1.518459833932507536e+03 5.220327143112857726e+01 1.372418616568822181e+01
1.504977519605171437e+03 5.126587625119344693e+01 1.382593622650990639e+01
1.491686284524957728e+03 5.031481891849666255e+01 1.392611642142013828e+01
1.478602218605606595e+03 4.935038824819706349e+01 1.402465534766318811e+01
1.465726555345477891e+03 4.837279872051081497e+01 1.412155588924346361e+01
1.453053100147434634e+03 4.738219047934936157e+01 1.421682093332000463e+01
